id,Peso,Longitud_tarso,Longitud_ala,Longitud_pico,Longitud_pluma_interior_de_la_cola,Longitud_pluma_exterior_de_la_cola,target
F16-2013-10-15,62.1,31.5,162.0,14.7,61.0,82.0,73
D11-2013-09-03,69.6,27.1,34.0,13.1,NA,NA,26
A9-2017-09-29,NA,NA,NA,NA,NA,NA,36
F14-2015-09-19,73.3,33.2,114.0,14.8,43.0,49.0,57
B13-2014-09-18,56.5,NA,NA,NA,NA,NA,21
E14-2014-10-09,82.3,NA,NA,NA,NA,NA,44
H5-2015-10-19,75.6,32.4,170.0,16.3,60.0,84.0,73
D13-2014-09-05,NA,NA,NA,NA,NA,NA,18
G6-2014-09-02,38.4,24.1,24.0,12.2,NA,NA,21
B12-2013-09-21,66.0,30.7,66.0,14.2,20.0,24.0,40
F9-2014-09-05,41.7,NA,NA,NA,NA,NA,18
D6-2014-11-01,69.9,34.0,147.0,15.7,48.5,61.0,76
C10-2015-09-26,61.1,29.2,46.5,13.7,NA,NA,33
H7-2017-10-06,62.0,31.0,87.0,15.5,NA,NA,45
F9-2014-10-12,56.8,NA,NA,NA,NA,NA,55
F9-2014-09-04,44.5,NA,NA,NA,NA,NA,17
F11-2017-09-18,83.3,31.4,73.0,15.5,NA,NA,38
G11-2016-10-21,70.6,31.8,159.0,15.5,57.0,77.0,68
C13-2015-10-14,88.2,31.4,81.0,14.8,28.5,30.0,51
C7-2012-09-02,58.7,25.7,35.0,12.8,NA,NA,26
D4-2015-10-02,83.2,28.5,49.0,13.8,NA,NA,33
C2-2012-10-13,89.7,33.0,135.0,15.0,48.0,56.0,58
B13-2014-08-30,12.6,NA,NA,NA,NA,NA,2
E17-2012-10-14,72.1,32.9,87.0,14.9,24.0,34.0,52
C13-2016-10-20,68.5,30.6,170.0,14.8,23.0,29.0,72
D13-2012-09-30,67.6,31.2,79.0,14.6,22.0,28.0,45
A7-2017-10-18,70.0,32.0,171.0,15.1,64.0,83.0,69
C3-2013-09-09,58.8,30.9,83.0,13.9,23.0,28.0,46
D6-2014-10-13,67.1,NA,NA,NA,NA,NA,57
H4-2014-09-23,70.1,31.7,73.0,15.5,27.0,32.0,44
D5-2012-09-28,81.4,NA,NA,NA,NA,NA,39
D5-2012-09-16,55.9,NA,NA,NA,NA,NA,27
B13-2013-09-12,81.0,29.9,43.0,13.0,NA,NA,29
D8-2017-10-15,76.1,35.0,175.0,16.0,64.0,88.0,72
A3-2012-09-10,50.7,NA,NA,NA,NA,NA,23
F17-2014-08-18,36.2,17.6,17.0,10.8,NA,NA,10
G11-2017-10-24,72.1,31.1,173.0,15.2,56.0,79.0,70
D5-2015-10-13,78.4,32.0,163.0,15.1,57.0,78.0,67
G9-2017-09-08,59.8,24.4,34.0,12.3,NA,NA,25
G11-2015-09-04,38.2,20.18,22.0,11.58,NA,NA,15
C2-2012-10-07,89.1,33.0,116.0,15.0,40.0,42.0,52
B13-2013-09-21,92.8,32.6,66.0,14.0,16.0,17.0,38
B13-2014-10-11,79.1,NA,NA,NA,NA,NA,44
G13-2013-09-15,42.4,29.0,52.0,13.2,NA,NA,35
D4-2012-08-19,45.2,21.9,25.0,11.6,NA,NA,17
F6-2015-11-14,84.6,32.3,163.0,16.2,57.0,76.0,75
F6-2013-10-24,50.2,32.4,151.0,15.3,56.0,76.0,72
D5-2014-09-22,79.0,28.7,38.0,13.6,NA,NA,30
F10-2014-09-29,80.5,30.1,61.0,14.8,10.0,10.0,47
D5-2016-11-02,68.8,32.1,175.0,14.8,65.0,86.5,73
C5-2012-09-11,46.5,26.0,35.0,12.5,NA,NA,32
D6-2012-10-03,80.1,33.0,85.0,15.0,24.0,26.0,46
B6-2012-09-20,79.6,NA,NA,NA,NA,NA,27
G13-2014-10-02,77.4,31.5,112.5,14.9,44.5,55.0,54
D4-2015-10-05,81.9,29.1,57.0,14.3,16.0,11.0,36
D5-2012-09-03,17.7,NA,NA,NA,NA,NA,14
B12-2012-09-04,43.3,NA,NA,NA,NA,NA,14
F6-2012-09-09,43.2,NA,NA,NA,NA,NA,17
D4-2014-08-26,67.5,30.4,52.0,14.3,NA,NA,31
D5-2012-10-06,81.2,NA,NA,NA,NA,NA,47
E14-2012-08-30,25.8,NA,NA,NA,NA,NA,11
B6-2012-10-23,96.8,NA,NA,NA,NA,NA,60
C9-2012-10-08,96.0,32.5,163.0,16.0,58.0,73.0,64
C8-2014-10-01,56.5,NA,NA,NA,NA,NA,44
F17-2014-09-02,54.4,28.3,33.0,12.9,NA,NA,25
D7-2014-09-20,75.5,30.8,57.0,13.7,14.5,18.0,40
D5-2014-09-18,66.8,NA,NA,NA,NA,NA,26
E16-2012-10-06,70.0,30.9,98.0,15.2,32.0,39.0,49
C8-2014-09-12,45.9,24.9,31.0,13.1,NA,NA,25
FA-2012-10-09,81.9,NA,NA,NA,NA,NA,43
C4-2014-09-25,88.3,33.3,134.0,15.3,49.0,63.0,61
FA-2012-09-19,45.9,24.5,29.0,12.9,NA,NA,23
C7-2012-09-23,93.9,32.1,85.0,15.5,25.0,28.0,47
G9-2014-09-26,69.4,29.0,48.0,14.2,9.0,9.0,45
D2-2014-09-10,51.9,30.1,58.0,14.0,NA,NA,34
A7-2012-10-20,85.0,33.4,174.0,14.9,57.0,86.0,78
D9-2014-10-04,71.9,32.4,167.5,16.3,56.0,80.0,71
A2-2012-08-24,45.1,23.0,27.0,11.9,NA,NA,18
G2-2014-10-20,77.2,31.8,146.0,15.4,53.0,59.5,71
C10-2015-10-14,83.9,31.9,91.0,15.4,34.0,39.0,51
C7-2017-10-03,78.1,33.6,162.0,15.7,59.0,79.0,69
H7-2017-10-24,73.8,30.3,150.0,15.4,55.0,70.0,63
D6-2014-11-08,62.7,NA,NA,NA,NA,NA,83
E14-2014-09-22,61.1,28.2,31.0,13.2,NA,NA,27
G8-2013-09-30,70.8,31.1,101.0,14.1,36.0,44.0,50
H5-2016-10-21,60.4,31.1,172.0,15.4,52.0,80.0,88
E14-2012-09-14,59.3,NA,NA,NA,NA,NA,26
G6-2017-09-20,74.2,32.2,92.0,16.1,45.0,47.0,48
D5-2012-10-13,76.7,NA,NA,NA,NA,NA,54
H9-2014-11-14,67.4,NA,NA,NA,NA,NA,86
H4-2014-10-26,61.0,32.1,172.5,16.1,55.0,80.0,77
C4-2014-09-13,74.2,33.0,95.5,14.7,32.0,38.0,49
H8-2015-10-01,37.6,20.5,22.0,11.7,NA,NA,19
FA-2012-10-02,60.5,NA,NA,NA,NA,NA,36
D1-2015-11-03,80.5,32.7,170.0,15.6,60.0,81.0,71
B6-2012-10-04,89.8,NA,NA,NA,NA,NA,41
D5-2014-10-27,57.0,NA,NA,NA,NA,NA,65
D6-2014-09-14,36.8,28.0,35.0,13.0,NA,NA,28
G8-2013-09-09,51.3,28.2,37.0,12.5,NA,NA,29
C1-2012-08-30,72.5,29.3,51.0,12.4,NA,NA,31
F9-2014-09-27,67.5,NA,NA,NA,NA,NA,40
F9-2014-08-24,20.3,NA,NA,NA,NA,NA,6
C1-2012-09-20,73.4,32.0,112.0,14.9,35.0,43.0,52
D1-2015-09-17,68.1,26.7,34.5,13.3,NA,NA,24
B12-2014-10-12,69.2,31.9,169.5,15.7,56.5,85.0,69
FZ-2012-10-04,89.4,32.8,96.0,15.5,33.0,33.0,49
A9-2014-11-09,79.5,NA,NA,NA,NA,NA,81
E16-2017-10-06,68.9,29.6,59.0,13.6,NA,NA,32
E7-2015-10-06,76.7,32.1,90.0,15.1,29.0,31.0,44
C2-2014-08-27,31.2,16.8,17.0,10.8,NA,NA,10
E14-2014-10-11,71.6,NA,NA,NA,NA,NA,46
F14-2014-09-26,70.3,33.6,162.0,15.5,55.0,69.0,65
A7-2014-08-29,52.1,31.0,55.0,13.9,NA,NA,33
E17-2012-11-02,64.0,NA,NA,NA,NA,NA,71
F12-2014-11-10,59.4,31.9,160.0,15.3,56.0,75.0,87
B5-2014-09-18,48.7,NA,NA,NA,NA,NA,32
C9-2012-08-18,34.0,18.5,22.0,12.2,NA,NA,13
H3-2015-09-16,68.3,31.9,77.5,15.3,21.0,24.0,44
F17-2014-09-29,62.1,32.8,88.0,14.5,33.0,35.0,52
D6-2014-10-05,95.0,32.5,77.0,15.5,22.0,23.0,49
G9-2014-09-23,56.9,27.7,37.0,13.2,NA,NA,42
E16-2017-09-11,20.2,15.2,15.0,9.7,NA,NA,7
C3-2013-10-06,52.9,30.9,158.0,15.3,52.0,74.0,73
A11-2012-09-23,67.6,32.0,69.0,14.6,15.0,12.0,46
A10-2012-08-30,32.6,23.1,25.0,11.0,NA,NA,22
E14-2012-08-22,13.3,NA,NA,NA,NA,NA,3
D4-2017-09-05,62.4,27.6,35.0,13.9,NA,NA,25
D5-2012-10-01,86.5,NA,NA,NA,NA,NA,42
H9-2013-11-06,69.1,32.2,174.0,16.0,57.0,84.0,81
B13-2017-10-09,85.7,32.4,116.0,15.4,44.0,58.0,52
C13-2016-09-26,73.7,31.2,84.0,14.5,28.0,30.0,48
E23-2013-10-07,98.5,32.3,65.0,15.2,18.0,20.0,40
A7-2014-09-24,54.1,33.5,108.5,15.3,43.5,52.0,59
C1-2017-10-27,77.0,31.8,157.0,15.9,58.0,75.0,69
F16-2013-10-03,81.3,31.5,123.0,15.6,54.0,61.0,61
G11-2017-09-23,73.3,30.8,72.0,14.7,NA,NA,39
E16-2012-10-09,68.1,30.9,108.0,15.2,37.0,45.0,52
E14-2012-09-06,47.6,NA,NA,NA,NA,NA,18
G9-2014-09-11,26.4,23.0,27.0,12.1,NA,NA,30
C1-2012-09-02,76.0,30.3,59.0,13.5,NA,NA,34
A7-2017-08-25,44.1,20.2,22.0,14.2,NA,NA,15
C8-2014-09-11,40.1,NA,NA,NA,NA,NA,24
F14-2016-10-26,75.4,12.7,92.0,14.5,35.0,40.0,41
B3-2017-10-31,78.5,31.3,155.0,16.0,60.0,76.0,59
E16-2015-10-15,91.0,32.3,90.5,15.7,31.0,33.0,47
F10-2015-10-16,92.5,32.6,150.0,15.8,55.5,69.0,67
F10-2015-10-26,75.7,32.8,171.0,15.9,56.0,80.0,77
E23-2013-10-01,68.7,28.8,51.0,13.7,5.0,5.0,34
A9-2014-09-15,31.3,NA,NA,NA,NA,NA,26
B5-2014-10-06,NA,NA,NA,NA,NA,NA,50
C5-2016-10-23,77.4,32.2,129.0,14.6,50.0,59.0,58
D5-2014-10-16,59.9,33.3,112.0,15.5,39.0,57.0,54
D7-2015-10-02,79.5,32.9,114.0,15.4,42.0,46.0,54
D13-2014-10-30,54.9,31.5,152.0,15.3,54.5,71.0,73
D5-2014-09-15,63.1,NA,NA,NA,NA,NA,23
C10-2015-09-08,35.6,21.02,23.0,11.75,NA,NA,15
F19-2013-10-12,66.7,31.5,176.0,14.2,59.0,91.0,82
A2-2012-09-20,70.8,31.8,86.0,15.0,28.0,32.0,45
A11-2017-08-25,51.3,24.6,28.0,12.6,NA,NA,22
FZ-2012-10-25,86.5,33.0,163.0,15.5,59.0,82.0,70
A9-2014-11-02,81.5,NA,NA,NA,NA,NA,74
F14-2014-09-05,81.4,33.3,87.0,15.3,31.0,28.0,44
G2-2013-10-30,60.8,32.7,165.0,14.4,61.0,81.0,77
E22-2013-11-20,77.8,33.5,170.5,14.6,57.0,84.0,90
G6-2017-08-29,63.8,27.5,38.0,13.9,NA,NA,26
D5-2014-10-05,87.9,NA,NA,NA,NA,NA,43
F14-2014-10-05,72.5,32.8,184.0,16.0,51.0,80.0,74
B12-2013-09-06,62.0,26.1,32.0,13.0,NA,NA,25
B13-2012-10-19,93.0,33.3,134.0,15.5,51.0,64.0,58
B9-2015-10-12,76.0,31.7,62.0,14.1,15.0,14.0,38
B13-2016-10-26,88.5,33.0,162.0,15.1,57.0,78.0,66
B5-2014-09-10,37.1,NA,NA,NA,NA,NA,24
G6-2014-11-01,73.2,33.7,172.5,15.2,60.0,87.0,81
G12-2013-08-31,59.1,29.1,39.0,12.7,NA,NA,31
D6-2015-10-30,79.6,33.8,163.0,15.8,56.0,73.0,74
F11-2017-09-06,66.3,28.1,42.0,13.4,NA,NA,26
E11-2012-10-06,86.3,32.0,133.0,15.9,45.0,52.0,56
E16-2012-09-27,77.1,30.5,72.0,14.9,18.0,22.0,40
A2-2014-09-03,53.9,33.8,77.0,15.1,NA,NA,51
B13-2014-09-24,73.8,NA,NA,NA,NA,NA,27
F19-2016-09-23,93.9,33.4,89.0,14.7,37.0,39.0,48
E6-2017-09-17,50.3,24.8,28.0,13.2,NA,NA,21
A9-2015-09-30,54.8,31.5,94.0,15.4,31.0,32.5,50
A9-2017-10-29,NA,NA,NA,NA,NA,NA,66
E14-2014-09-11,31.8,NA,NA,NA,NA,NA,16
B6-2012-10-28,87.0,NA,NA,NA,NA,NA,65
D2-2012-11-02,50.3,31.6,113.0,15.0,38.0,48.0,81
B1-2014-09-27,84.1,31.2,111.0,14.0,38.0,44.0,51
D13-2014-10-29,57.5,NA,NA,NA,NA,NA,72
D6-2014-09-17,49.5,28.6,35.0,13.3,NA,NA,31
E14-2014-10-08,NA,NA,NA,NA,NA,NA,43
D3-2012-09-30,76.7,32.5,85.0,14.9,32.0,33.0,49
A4-2015-10-24,77.3,32.1,172.0,16.2,58.0,82.0,78
D1-2016-10-21,81.6,32.7,159.0,15.0,59.0,70.0,68
H3-2015-09-07,61.3,30.54,53.0,14.43,NA,NA,35
F9-2014-09-10,40.5,NA,NA,NA,NA,NA,23
D9-2014-08-17,58.0,25.1,30.0,13.8,NA,NA,23
B12-2013-09-12,65.4,28.8,47.0,13.6,NA,NA,31
D3-2014-10-19,59.7,31.9,148.0,14.6,57.0,72.5,70
B13-2014-11-06,84.0,33.3,165.0,15.8,58.0,75.0,70
H2-2013-10-31,63.3,28.5,116.0,14.5,47.0,65.0,69
F17-2017-09-28,69.6,32.2,81.0,14.4,27.0,22.0,44
D5-2014-09-30,86.1,NA,NA,NA,NA,NA,38
A7-2012-09-05,60.7,30.9,58.0,13.5,NA,NA,33
B12-2012-10-26,81.9,30.5,159.0,15.0,58.0,80.0,66
A9-2014-10-13,59.1,NA,NA,NA,NA,NA,54
A3-2012-10-26,70.0,NA,NA,NA,NA,NA,69
A9-2016-10-26,73.1,33.3,152.0,14.6,55.0,70.0,66
FD-2012-08-25,57.9,25.3,29.0,12.0,NA,NA,21
H3-2017-09-23,77.5,31.8,101.0,16.6,37.0,42.0,50
F19-2013-09-27,81.1,31.5,146.0,14.5,57.0,72.0,67
B13-2014-10-16,92.4,32.2,90.5,15.6,35.0,29.0,49
H9-2014-08-23,11.0,NA,NA,NA,NA,NA,3
B12-2012-10-28,77.8,NA,NA,NA,NA,NA,68
D6-2012-08-19,10.2,12.0,11.0,8.7,NA,NA,1
E14-2014-10-30,96.9,NA,NA,NA,NA,NA,65
B13-2012-08-23,9.3,12.3,13.0,8.6,NA,NA,1
FD-2014-08-27,60.6,26.4,31.0,12.5,NA,NA,22
E14-2012-08-31,29.4,NA,NA,NA,NA,NA,12
F14-2016-11-07,75.9,31.6,146.0,15.8,60.0,67.0,53
E11-2012-10-21,76.1,32.0,172.0,15.8,55.0,80.0,71
D6-2012-10-23,99.9,NA,NA,NA,NA,NA,66
G13-2014-10-23,53.6,31.9,170.0,15.5,51.0,75.0,75
B12-2017-09-12,67.7,29.6,56.0,14.3,NA,NA,30
H9-2014-10-30,89.4,NA,NA,NA,NA,NA,71
E14-2015-09-28,75.5,34.4,75.0,14.8,28.0,29.0,46
H9-2013-10-16,79.3,32.2,119.0,15.8,45.0,57.0,60
B13-2016-10-23,88.4,33.2,152.0,15.4,57.0,71.0,63
G12-2015-09-04,83.7,32.07,62.0,14.74,11.0,11.0,40
B5-2014-10-05,72.3,31.1,68.0,14.0,25.0,25.5,49
D9-2012-09-12,75.3,33.5,94.0,16.7,25.0,30.0,46
G9-2016-10-21,64.2,32.9,94.0,14.9,29.0,31.0,49
H3-2017-10-06,79.6,32.5,150.0,16.7,60.0,71.0,63
D5-2016-10-21,88.0,32.6,142.0,15.5,55.0,70.0,61
B12-2012-10-06,79.4,30.4,90.0,14.8,28.0,36.0,46
G7-2014-10-02,80.4,32.5,133.0,15.2,53.0,65.0,62
D5-2012-10-07,85.9,NA,NA,NA,NA,NA,48
E16-2012-10-15,65.2,30.9,126.0,15.1,47.0,56.0,58
A3-2012-09-18,59.2,28.6,49.0,13.2,NA,NA,31
C5-2012-10-20,63.2,30.8,115.0,14.3,32.0,43.0,71
A3-2012-10-08,62.4,NA,NA,NA,NA,NA,51
C2-2014-08-24,21.3,14.8,14.0,10.3,NA,NA,7
D3-2014-08-29,52.0,23.4,26.0,11.9,NA,NA,19
A2-2012-10-11,88.6,31.7,150.0,15.1,60.0,73.0,66
A3-2014-10-09,81.4,31.8,115.0,14.9,41.0,45.0,60
F6-2012-11-05,75.2,NA,NA,NA,NA,NA,74
D10-2015-10-02,61.2,27.2,34.0,13.6,NA,NA,27
D5-2014-11-09,55.3,33.2,153.5,15.3,55.0,77.5,78
B9-2014-10-21,72.8,31.9,155.0,14.8,58.5,72.5,71
G6-2014-08-27,33.0,20.5,20.5,10.7,NA,NA,15
D7-2015-10-20,86.5,33.4,169.0,15.7,57.0,81.0,72
F16-2014-09-05,55.6,33.3,82.0,15.0,29.5,30.0,47
D9-2012-09-27,80.4,33.5,142.0,16.3,53.0,65.0,61
H5-2014-10-23,74.8,32.2,159.0,15.9,56.5,78.0,73
E14-2014-10-21,88.6,NA,NA,NA,NA,NA,56
F6-2012-08-26,9.6,NA,NA,NA,NA,NA,3
E16-2014-08-21,36.7,20.8,22.0,12.1,NA,NA,15
D1-2016-10-30,72.5,31.5,175.0,14.2,44.0,79.0,77
H4-2013-10-31,55.3,31.6,160.0,15.5,57.0,82.0,76
F6-2015-09-24,60.6,23.6,26.0,12.4,NA,NA,24
E16-2012-09-12,61.1,25.6,37.0,13.4,NA,NA,25
A11-2016-10-20,74.9,32.7,168.0,14.7,57.0,85.0,69
D2-2014-09-04,54.3,28.8,43.0,13.8,NA,NA,28
A9-2017-11-03,NA,NA,NA,NA,NA,NA,71
C4-2014-08-20,61.8,27.2,34.0,12.7,NA,NA,25
B13-2014-10-28,93.4,33.2,131.5,16.2,52.5,56.0,61
B1-2014-08-16,35.1,17.1,17.0,11.3,NA,NA,9
B3-2017-10-09,80.2,31.2,77.0,15.0,NA,NA,37
B9-2015-11-03,77.6,33.0,130.0,15.4,50.0,62.0,60
FA-2012-10-14,88.0,NA,NA,NA,NA,NA,48
F6-2015-10-28,85.6,32.6,110.0,16.0,38.0,42.0,58
FD-2012-10-06,82.6,34.0,148.0,15.4,54.0,66.0,63
D5-2012-10-19,86.8,NA,NA,NA,NA,NA,60
D3-2014-08-26,51.9,22.2,24.0,12.0,NA,NA,16
C1-2012-10-14,67.6,32.0,181.0,14.7,58.0,89.0,76
H7-2017-09-26,65.6,30.0,67.0,14.7,NA,NA,35
B12-2017-08-25,40.8,19.2,19.0,10.5,NA,NA,12
B13-2013-09-27,80.3,33.3,78.0,14.8,26.0,32.0,44
B13-2012-11-07,75.2,33.3,181.0,15.5,61.0,97.0,77
G13-2014-09-26,75.3,31.5,95.0,14.9,28.0,31.0,48
E6-2017-10-27,95.3,31.4,155.0,15.6,55.0,72.0,61
B5-2014-10-18,100.3,NA,NA,NA,NA,NA,62
D6-2014-10-20,76.4,33.7,114.0,15.3,35.0,67.5,64
E16-2017-10-24,81.0,32.0,118.0,15.6,44.0,50.0,50
D9-2012-09-18,81.9,33.5,115.0,16.5,37.0,45.0,52
C2-2014-09-03,29.6,NA,NA,NA,NA,NA,17
G9-2014-08-27,24.3,18.7,18.0,11.0,NA,NA,15
C5-2012-08-27,27.3,20.9,20.0,11.0,NA,NA,17
E14-2014-08-31,14.4,NA,NA,NA,NA,NA,5
F17-2013-09-06,62.0,32.5,67.0,14.1,19.0,25.0,44
H7-2017-09-17,56.4,26.9,39.0,13.0,NA,NA,26
D5-2012-08-26,10.5,NA,NA,NA,NA,NA,6
A2-2012-10-18,79.3,31.7,170.0,15.1,57.0,85.0,73
C13-2015-10-27,91.0,31.7,123.0,15.9,48.0,56.0,64
D6-2017-09-08,77.8,33.5,72.0,15.3,NA,NA,41
A7-2014-09-15,54.4,32.9,92.0,15.2,29.0,35.0,50
B6-2012-09-26,90.7,NA,NA,NA,NA,NA,33
C2-2014-10-27,73.7,NA,NA,NA,NA,NA,71
G12-2014-09-26,83.4,32.8,115.5,15.3,41.0,49.0,54
B6-2012-09-28,91.5,NA,NA,NA,NA,NA,35
C11-2014-10-10,79.4,32.2,137.0,15.4,52.0,62.0,60
B12-2012-10-29,74.6,30.5,167.0,15.0,55.0,83.0,69
FZ-2013-10-18,60.1,33.0,159.0,15.6,60.0,78.0,71
D6-2012-11-03,67.6,NA,NA,NA,NA,NA,77
A10-2012-10-26,79.1,32.2,167.0,15.1,59.0,82.0,79
D7-2014-09-14,58.1,28.8,44.0,13.8,NA,NA,34
D9-2012-09-09,81.5,33.2,80.0,15.9,17.0,23.0,43
F4-2015-09-28,58.3,31.7,135.0,14.8,52.0,56.0,63
FZ-2012-10-01,77.5,32.7,86.0,15.3,27.0,27.0,46
H5-2017-09-11,65.6,29.9,53.0,14.1,NA,NA,34
FD-2015-10-03,53.1,29.4,43.0,13.4,NA,NA,31
F6-2013-10-18,59.6,32.3,144.0,15.3,55.0,67.0,66
E14-2014-09-24,70.2,NA,NA,NA,NA,NA,29
C6-2012-10-02,85.2,32.4,101.0,15.3,28.0,39.0,51
B13-2016-10-20,62.7,33.0,141.0,15.6,55.0,63.0,60
E14-2012-10-06,89.3,NA,NA,NA,NA,NA,48
H2-2013-11-15,53.2,28.5,163.0,13.9,56.0,86.0,84
D13-2012-10-21,89.4,31.3,150.0,14.8,53.0,70.0,66
B13-2012-10-25,92.8,33.3,154.0,15.5,58.0,79.0,64
C7-2017-09-12,79.6,34.0,89.0,15.4,38.0,38.0,48
D13-2014-10-17,63.3,NA,NA,NA,NA,NA,60
G7-2015-09-19,83.7,31.3,61.0,14.2,12.0,10.0,36
F19-2015-10-10,76.5,33.7,117.0,14.7,59.0,62.0,56
C13-2016-09-23,68.6,31.0,77.0,14.2,23.0,25.0,45
E11-2012-08-22,30.3,19.0,20.0,11.2,NA,NA,11
E16-2012-08-23,20.9,NA,NA,NA,NA,NA,5
C5-2017-09-09,68.7,29.6,57.0,14.1,NA,NA,33
C2-2012-09-01,57.0,22.5,24.0,11.5,NA,NA,16
B13-2014-09-22,61.9,27.2,28.5,13.2,NA,NA,25
B13-2014-09-14,39.5,NA,NA,NA,NA,NA,17
G11-2017-08-29,36.3,19.3,21.0,11.2,NA,NA,14
B2-2012-10-14,78.8,32.4,164.0,15.1,56.0,81.0,65
H7-2017-10-12,66.9,30.7,108.0,15.5,44.0,47.0,51
D4-2015-10-12,89.5,30.1,78.0,14.7,27.0,27.0,43
G2-2013-10-09,66.1,32.7,120.0,14.5,45.0,50.0,56
C2-2014-10-24,77.2,NA,NA,NA,NA,NA,68
G8-2015-09-28,72.9,32.2,95.0,14.7,36.0,38.0,47
B6-2012-09-01,22.5,NA,NA,NA,NA,NA,8
H7-2016-11-08,75.1,31.5,158.0,15.3,55.0,76.0,69
E14-2012-10-08,87.6,NA,NA,NA,NA,NA,50
G8-2013-10-15,57.7,31.1,150.0,14.1,54.0,74.0,65
D1-2015-09-11,43.6,22.6,27.0,12.0,NA,NA,18
G9-2013-09-09,38.8,25.3,30.0,12.7,NA,NA,25
D2-2012-08-31,29.2,20.5,23.0,11.6,NA,NA,18
A2-2012-09-08,59.7,29.9,57.0,13.5,NA,NA,33
B3-2017-10-03,75.1,28.8,62.0,13.5,NA,NA,31
D13-2014-09-07,NA,NA,NA,NA,NA,NA,20
B12-2012-09-15,65.4,25.2,39.0,12.6,NA,NA,25
D11-2014-10-16,82.5,33.9,173.0,16.3,53.5,71.0,69
FD-2014-09-29,74.0,33.1,129.0,15.7,47.0,52.0,55
B6-2012-09-30,88.2,31.5,71.0,14.0,17.0,17.0,37
D2-2012-09-30,38.6,30.2,60.0,14.5,10.0,10.0,48
A11-2017-09-22,80.6,32.4,86.0,15.3,32.0,33.0,50
FC-2013-09-03,67.4,29.8,49.0,13.5,NA,NA,34
D7-2014-09-26,81.3,31.5,70.0,14.7,20.0,24.0,46
H8-2015-10-22,74.2,31.3,57.0,14.5,NA,NA,40
F4-2015-10-03,75.1,31.8,150.0,15.1,56.0,64.0,68
A9-2014-11-12,68.8,NA,NA,NA,NA,NA,84
F19-2014-10-02,73.5,31.6,153.0,14.8,57.5,71.0,64
F17-2017-10-15,79.3,31.9,142.0,14.3,44.0,54.0,61
H9-2014-09-20,56.3,29.2,36.5,13.5,NA,NA,31
FA-2012-11-03,93.8,33.0,142.0,15.5,54.0,66.0,68
D10-2015-11-17,77.8,31.1,156.0,15.2,59.0,75.0,73
C5-2017-09-18,87.3,31.4,76.0,16.0,NA,NA,42
FA-2012-08-29,9.7,13.3,14.0,8.6,NA,NA,2
H8-2017-09-08,75.4,30.5,44.0,13.6,NA,NA,30
D6-2015-10-08,78.2,33.8,92.0,15.4,31.0,32.0,52
D6-2014-09-22,79.4,NA,NA,NA,NA,NA,36
D6-2012-09-24,78.8,32.5,66.0,14.0,11.0,16.0,37
F14-2015-09-10,77.4,33.0,81.0,14.6,27.0,28.0,48
F19-2014-09-05,76.1,31.2,63.0,13.4,15.0,18.0,37
E14-2014-10-13,86.9,34.5,73.5,15.2,26.0,29.0,48
F19-2012-09-25,89.2,34.0,141.0,15.0,52.0,66.0,67
F19-2015-10-22,81.9,33.5,167.0,14.5,59.0,75.0,68
B6-2012-10-10,87.3,NA,NA,NA,NA,NA,47
F10-2017-10-27,77.5,31.9,132.0,15.0,54.0,63.0,57
H5-2017-10-03,68.6,33.0,115.0,15.5,47.0,64.0,56
G8-2013-09-18,52.3,30.0,61.0,13.0,17.0,19.0,38
A9-2014-09-05,NA,NA,NA,NA,NA,NA,16
D9-2015-09-26,80.3,33.4,86.5,15.1,NA,NA,51
F17-2014-09-05,43.8,29.2,37.0,12.8,NA,NA,28
E14-2014-10-24,91.8,NA,NA,NA,NA,NA,59
E14-2014-10-29,86.4,NA,NA,NA,NA,NA,64
F6-2012-10-28,78.2,NA,NA,NA,NA,NA,66
A9-2017-10-26,76.4,32.3,151.0,15.5,56.0,71.0,63
H5-2015-09-22,71.8,32.1,82.0,14.5,27.0,30.0,46
E17-2012-09-17,45.0,24.3,30.0,12.8,NA,NA,25
C11-2015-09-17,15.0,14.0,13.5,10.1,NA,NA,10
FD-2015-11-07,60.9,33.0,153.0,15.6,57.0,72.0,66
D6-2012-10-21,101.5,33.0,145.0,15.0,54.0,70.0,64
F12-2014-10-14,59.0,31.2,81.5,14.6,20.0,25.0,60
B12-2012-08-31,28.4,16.0,17.0,9.5,NA,NA,10
C6-2012-09-05,64.0,25.1,32.0,12.5,NA,NA,24
B1-2014-08-19,44.9,19.1,19.5,11.7,NA,NA,12
B13-2014-10-27,92.4,NA,NA,NA,NA,NA,60
C1-2017-09-24,70.6,29.9,49.0,13.9,NA,NA,36
F10-2014-08-24,37.8,17.4,17.0,10.9,NA,NA,11
D9-2012-08-28,65.0,29.9,44.0,13.9,NA,NA,31
G8-2013-10-24,52.0,31.1,165.0,13.9,56.0,82.0,74
F17-2014-10-11,59.4,33.0,134.0,14.8,51.0,60.5,64
D11-2014-09-28,86.6,33.6,109.0,15.3,37.0,39.0,51
G12-2014-09-14,65.6,33.3,76.0,14.8,24.5,26.0,42
C4-2013-09-18,63.7,32.8,98.0,14.3,36.0,40.0,53
B13-2012-09-12,71.0,NA,NA,NA,NA,NA,21
G7-2013-09-12,51.5,27.3,39.0,13.0,NA,NA,26
B6-2012-09-04,32.2,NA,NA,NA,NA,NA,11
